# instance	turn-cost	dist-cost	CC-or-T	ObjValue	Runtime(ms)
geom_350_2	1	0	T	132.82	38418
geom_350_3	1	0	T	133.884	43712
geom_350_4	1	0	T	148.714	38211
geom_350_5	1	0	T	147.093	38610
geom_350_6	1	0	T	133.221	39712
geom_350_7	1	0	T	154.293	43630
geom_350_8	1	0	T	150.974	44266
geom_350_9	1	0	T	140.742	37881
geom_50_0	1	0	T	33.7007	408
geom_50_1	1	0	T	39.8015	488
geom_50_2	1	0	T	32.4342	428
geom_50_3	1	0	T	35.7864	451
geom_50_4	1	0	T	45.7866	415
geom_50_5	1	0	T	35.725	428
geom_50_6	1	0	T	36.7579	471
geom_50_7	1	0	T	38.773	458
geom_50_8	1	0	T	37.8891	465
geom_50_9	1	0	T	33.5497	503
