# instance	turn-cost	dist-cost	CC-or-T	ObjValue	Runtime(ms)
geom_350_3	1	0	CC	142.804	9049
geom_350_4	1	0	CC	144.972	10055
geom_350_5	1	0	CC	144.589	12237
geom_350_6	1	0	CC	138.36	14615
geom_350_7	1	0	CC	143.478	15188
geom_350_8	1	0	CC	148.37	12277
geom_350_9	1	0	CC	144.2	11719
geom_50_0	1	0	CC	35.2406	87
geom_50_1	1	0	CC	35.9327	218
geom_50_2	1	0	CC	37.2063	87
geom_50_3	1	0	CC	39.1853	97
geom_50_4	1	0	CC	41.3572	139
geom_50_5	1	0	CC	37.8924	157
geom_50_6	1	0	CC	34.671	111
geom_50_7	1	0	CC	39.8718	176
geom_50_8	1	0	CC	34.6454	96
geom_50_9	1	0	CC	39.1843	91
geom_100_0	1	0	T	62.0683	536
geom_100_1	1	0	T	73.5129	663
geom_100_2	1	0	T	60.8145	598
geom_100_3	1	0	T	67.6699	674
geom_100_4	1	0	T	60.8399	568
geom_100_5	1	0	T	71.1453	891
geom_100_6	1	0	T	61.7253	772
geom_100_7	1	0	T	60.0522	507
geom_100_8	1	0	T	60.4746	586
geom_100_9	1	0	T	66.8933	494
geom_150_0	1	0	T	88.2317	2653
geom_150_1	1	0	T	85.822	1556
geom_150_2	1	0	T	95.8431	1872
geom_150_3	1	0	T	104.537	1771
geom_150_4	1	0	T	83.9492	1650
geom_150_5	1	0	T	82.6565	1602
geom_150_6	1	0	T	97.4888	1627
geom_150_7	1	0	T	86.3529	6066
geom_150_8	1	0	T	79.7004	2515
geom_150_9	1	0	T	94.0514	2657
geom_200_0	1	0	T	101.296	3378
geom_200_1	1	0	T	108.042	3224
geom_200_2	1	0	T	100.282	3712
geom_200_3	1	0	T	119.944	3369
geom_200_4	1	0	T	115.605	3278
geom_200_5	1	0	T	105.141	4039
geom_200_6	1	0	T	119.697	3749
geom_200_7	1	0	T	97.8069	6162
geom_200_8	1	0	T	108.676	3286
geom_200_9	1	0	T	106.688	3063
geom_250_0	1	0	T	129.189	4480
geom_250_1	1	0	T	131.022	6298
geom_250_2	1	0	T	120.743	5490
geom_250_3	1	0	T	123.187	7432
geom_250_4	1	0	T	112.663	6473
geom_250_5	1	0	T	125.428	5434
geom_250_6	1	0	T	110.79	5456
geom_250_7	1	0	T	118.417	6291
geom_250_8	1	0	T	121.779	6398
geom_250_9	1	0	T	131.346	5466
geom_300_0	1	0	T	148.716	6729
geom_300_1	1	0	T	130.24	8155
geom_300_2	1	0	T	136.672	10496
geom_300_3	1	0	T	137.251	7544
geom_300_4	1	0	T	138.547	9695
geom_300_5	1	0	T	139.62	8175
geom_300_6	1	0	T	136.323	11589
geom_300_7	1	0	T	141.104	7081
geom_300_8	1	0	T	127.899	9702
geom_300_9	1	0	T	133.412	7396
geom_350_0	1	0	T	169.854	12989
geom_350_1	1	0	T	163.49	42281
geom_350_2	1	0	T	147.067	10403
geom_350_3	1	0	T	145.947	9151
geom_350_4	1	0	T	151.255	9904
geom_350_5	1	0	T	157.155	12066
geom_350_6	1	0	T	150.776	14554
geom_350_7	1	0	T	149.761	15135
geom_350_8	1	0	T	156.224	12311
geom_350_9	1	0	T	147.164	11882
geom_50_0	1	0	T	35.2406	87
geom_50_1	1	0	T	48.4991	219
geom_50_2	1	0	T	39.3595	89
geom_50_3	1	0	T	39.1853	103
geom_50_4	1	0	T	41.3572	140
geom_50_5	1	0	T	37.8924	157
geom_50_6	1	0	T	37.392	111
geom_50_7	1	0	T	46.155	150
geom_50_8	1	0	T	34.6454	94
geom_50_9	1	0	T	40.6533	92
