# instance   solver  ObjVal  Time(ms)    Creation(ms)    InitialIP(ms)   Calculations(ms)    CPLEX-Separations(ms)   Separation-Iterations   Cuts-added
fc_200_dense_1.gg	F1-T-B	36.0	24	4	20	0	0	1	0
fc_200_dense_1.gg	F1-T-A	36.0	27	4	23	0	0	1	0
fc_200_dense_2.gg	F1-CC	38.0	63	4	59	0	0	1	0
fc_200_dense_2.gg	F1-T-B	38.0	63	4	59	0	0	1	0
fc_200_dense_2.gg	F1-T-A	38.0	91	10	81	0	0	1	0
fc_200_dense_3.gg	F1-CC	42.0	71	4	67	0	0	1	0
fc_200_dense_3.gg	F1-T-B	42.0	95	4	67	0	24	2	2
fc_200_dense_3.gg	F1-T-A	42.0	104	4	67	1	32	2	4
fc_200_sparse_0.gg	F1-CC	90.0	113	4	109	0	0	1	0
fc_200_sparse_0.gg	F1-T-B	90.0	302	4	110	0	188	2	5
fc_200_sparse_0.gg	F1-T-A	90.0	322	4	118	0	200	2	5
fc_200_sparse_2.gg	F1-CC	92.0	136	4	132	0	0	1	0
fc_200_sparse_2.gg	F1-T-B	OutOfTime
fc_200_sparse_2.gg	F1-T-A	OutOfTime
fc_200_sparse_3.gg	F1-CC	72.0	154	9	145	0	0	1	0
fc_200_sparse_3.gg	F1-T-B	74.0	618	4	119	0	495	2	2
fc_200_sparse_3.gg	F1-T-A	74.0	626	4	137	0	485	2	2
fc_300_dense_0.gg	F1-CC	78.0	1094	5	1089	0	0	1	0
fc_300_dense_0.gg	F1-T-B	78.0	3594	5	1092	2	2495	3	5
fc_300_dense_0.gg	F1-T-A	78.0	2101	5	1088	1	1007	2	5
fc_300_dense_1.gg	F1-CC	50.0	284	5	279	0	0	1	0
fc_300_dense_1.gg	F1-T-B	50.0	283	5	278	0	0	1	0
fc_300_dense_1.gg	F1-T-A	50.0	277	5	272	0	0	1	0
fc_300_dense_2.gg	F1-CC	52.0	200	12	188	0	0	1	0
fc_300_dense_2.gg	F1-T-B	52.0	186	5	181	0	0	1	0
fc_300_dense_2.gg	F1-T-A	52.0	130	5	125	0	0	1	0
fc_300_dense_3.gg	F1-CC	52.0	104	5	99	0	0	1	0
fc_300_dense_3.gg	F1-T-B	52.0	108	5	103	0	0	1	0
fc_300_dense_3.gg	F1-T-A	52.0	105	5	100	0	0	1	0
fc_300_dense_4.gg	F1-CC	48.0	102	5	97	0	0	1	0
fc_300_dense_4.gg	F1-T-B	48.0	102	5	97	0	0	1	0
fc_300_dense_4.gg	F1-T-A	48.0	102	5	97	0	0	1	0
fc_300_sparse_0.gg	F1-CC	144.0	18453	11	18442	0	0	1	0
fc_300_sparse_0.gg	F1-T-B	OutOfTime
fc_300_sparse_0.gg	F1-T-A	OutOfTime
fc_300_sparse_1.gg	F1-CC	110.0	393	5	388	0	0	1	0
fc_300_sparse_1.gg	F1-T-B	110.0	627	5	381	3	238	4	14
fc_300_sparse_1.gg	F1-T-A	110.0	451	5	363	2	81	3	15
fc_300_sparse_2.gg	F1-CC	102.0	67	5	62	0	0	1	0
fc_300_sparse_2.gg	F1-T-B	102.0	442	6	65	3	368	4	9
fc_300_sparse_2.gg	F1-T-A	102.0	1076	5	56	7	1008	8	22
fc_300_sparse_3.gg	F1-CC	124.0	248	5	243	0	0	1	0
fc_300_sparse_3.gg	F1-T-B	126.0	1211	5	251	2	953	3	5
fc_300_sparse_3.gg	F1-T-A	126.0	1223	5	240	2	976	3	7
fc_300_sparse_4.gg	F1-CC	132.0	1426	5	1421	0	0	1	0
fc_300_sparse_4.gg	F1-T-B	134.0	7012	5	1486	2	5519	3	8
fc_300_sparse_4.gg	F1-T-A	134.0	68020	5	1451	2	66562	3	9
fc_400_dense_0.gg	F1-CC	64.0	209	7	202	0	0	1	0
fc_400_dense_0.gg	F1-T-B	64.0	348	6	169	2	171	3	4
fc_400_dense_0.gg	F1-T-A	64.0	359	7	185	4	163	3	6
fc_400_dense_1.gg	F1-CC	58.0	166	6	160	0	0	1	0
fc_400_dense_1.gg	F1-T-B	58.0	472	6	161	1	304	2	2
fc_400_dense_1.gg	F1-T-A	58.0	407	6	122	2	277	2	2
fc_400_dense_2.gg	F1-CC	62.0	191	15	176	0	0	1	0
fc_400_dense_2.gg	F1-T-B	62.0	684	6	120	3	555	4	7
fc_400_dense_2.gg	F1-T-A	62.0	589	14	103	4	468	4	7
fc_400_dense_3.gg	F1-CC	76.0	6352	6	6346	0	0	1	0
fc_400_dense_3.gg	F1-T-B	76.0	32785	6	6293	3	26483	4	9
fc_400_dense_3.gg	F1-T-A	76.0	41328	6	6282	5	35035	4	11
fc_400_dense_4.gg	F1-CC	54.0	323	6	317	0	0	1	0
fc_400_dense_4.gg	F1-T-B	54.0	306	6	268	1	31	2	2
fc_400_dense_4.gg	F1-T-A	54.0	362	6	323	2	31	2	2
fc_400_sparse_0.gg	F1-CC	196.0	2871	13	2858	0	0	1	0
fc_400_sparse_0.gg	F1-T-B	OutOfTime
fc_400_sparse_0.gg	F1-T-A	OutOfTime
fc_400_sparse_1.gg	F1-CC	158.0	234	7	227	0	0	1	0
fc_400_sparse_1.gg	F1-T-B	158.0	710	6	231	3	470	4	17
fc_400_sparse_1.gg	F1-T-A	158.0	1115	6	226	9	874	6	26
fc_400_sparse_2.gg	F1-CC	186.0	1685	6	1679	0	0	1	0
fc_400_sparse_2.gg	F1-T-B	186.0	25768	6	1658	7	24097	8	29
fc_400_sparse_2.gg	F1-T-A	186.0	8746	6	1677	9	7054	5	26
fc_400_sparse_3.gg	F1-CC	138.0	478	6	472	0	0	1	0
fc_400_sparse_3.gg	F1-T-B	140.0	4941	6	410	10	4515	11	38
fc_400_sparse_3.gg	F1-T-A	140.0	5924	6	412	12	5494	8	40
fc_400_sparse_4.gg	F1-CC	150.0	308	6	302	0	0	1	0
fc_400_sparse_4.gg	F1-T-B	150.0	1245	6	346	3	890	4	14
fc_400_sparse_4.gg	F1-T-A	OutOfTime
fc_500_dense_0.gg	F1-CC	84.0	3048	7	3041	0	0	1	0
fc_500_dense_0.gg	F1-T-B	84.0	10127	8	3017	9	7093	5	9
fc_500_dense_0.gg	F1-T-A	84.0	10067	7	2996	9	7055	5	9
fc_500_dense_1.gg	F1-CC	OutOfTime
fc_500_dense_1.gg	F1-T-B	OutOfTime
fc_500_dense_1.gg	F1-T-A	OutOfTime
fc_500_dense_2.gg	F1-CC	92.0	489	17	472	0	0	1	0
fc_500_dense_2.gg	F1-T-B	92.0	456	7	448	1	0	1	0
fc_500_dense_2.gg	F1-T-A	92.0	554	7	546	1	0	1	0
fc_500_dense_3.gg	F1-CC	74.0	362	7	355	0	0	1	0
fc_500_dense_3.gg	F1-T-B	74.0	574	7	353	5	209	3	7
fc_500_dense_3.gg	F1-T-A	74.0	566	7	325	5	229	3	7
fc_500_dense_4.gg	F1-CC	84.0	113	7	106	0	0	1	0
fc_500_dense_4.gg	F1-T-B	84.0	201	7	101	3	90	2	2
fc_500_dense_4.gg	F1-T-A	84.0	202	7	101	3	91	2	2
fc_500_sparse_0.gg	F1-CC	246.0	1145	15	1130	0	0	1	0
fc_500_sparse_0.gg	F1-T-B	248.0	854384	6	1103	46	853229	46	204
fc_500_sparse_0.gg	F1-T-A	248.0	35328	6	1166	17	34139	9	70
fc_500_sparse_1.gg	F1-CC	OutOfTime
fc_500_sparse_1.gg	F1-T-B	OutOfTime
fc_500_sparse_1.gg	F1-T-A	OutOfTime
fc_500_sparse_2.gg	F1-CC	202.0	8493	15	8478	0	0	1	0
fc_500_sparse_2.gg	F1-T-B	OutOfTime
fc_500_sparse_2.gg	F1-T-A	206.0	39841	7	8361	5	31468	3	19
fc_500_sparse_3.gg	F1-CC	258.0	12675	6	12669	0	0	1	0
fc_500_sparse_3.gg	F1-T-B	258.0	50652	6	12621	4	38021	5	22
fc_500_sparse_3.gg	F1-T-A	258.0	44425	6	12672	9	31738	5	27
fc_500_sparse_4.gg	F1-CC	214.0	1598	7	1591	0	0	1	0
fc_500_sparse_4.gg	F1-T-B	216.0	36537	6	1589	6	34936	7	29
fc_500_sparse_4.gg	F1-T-A	216.0	19448	6	1606	9	17827	5	26
fc_600_dense_0.gg	F1-CC	104.0	96823	20	96803	0	0	1	0
fc_600_dense_0.gg	F1-T-B	104.0	397014	8	96231	5	300770	3	4
fc_600_dense_0.gg	F1-T-A	104.0	403266	8	96775	5	306478	3	4
fc_600_dense_1.gg	F1-CC	OutOfTime
fc_600_dense_1.gg	F1-T-B	OutOfTime
fc_600_dense_1.gg	F1-T-A	OutOfTime
fc_600_dense_2.gg	F1-CC	90.0	4896	20	4876	0	0	1	0
fc_600_dense_2.gg	F1-T-B	90.0	6089	9	4894	3	1183	2	2
fc_600_dense_2.gg	F1-T-A	90.0	6084	9	4860	3	1212	2	2
fc_600_dense_3.gg	F1-CC	86.0	6511	8	6503	0	0	1	0
fc_600_dense_3.gg	F1-T-B	86.0	6467	9	6457	1	0	1	0
fc_600_dense_3.gg	F1-T-A	86.0	6382	9	6372	1	0	1	0
fc_600_dense_4.gg	F1-CC	92.0	1803	9	1794	0	0	1	0
fc_600_dense_4.gg	F1-T-B	92.0	2445	9	1627	3	806	2	2
fc_600_dense_4.gg	F1-T-A	92.0	2507	9	1655	3	840	2	2
fc_600_sparse_0.gg	F1-CC	252.0	13460	8	13452	0	0	1	0
fc_600_sparse_0.gg	F1-T-B	OutOfTime
fc_600_sparse_0.gg	F1-T-A	OutOfTime
fc_600_sparse_1.gg	F1-CC	246.0	9393	8	9385	0	0	1	0
fc_600_sparse_1.gg	F1-T-B	248.0	39936	8	9350	27	30551	14	57
fc_600_sparse_1.gg	F1-T-A	248.0	28682	8	9406	22	19246	10	55
fc_600_sparse_2.gg	F1-CC	276.0	44393	17	44376	0	0	1	0
fc_600_sparse_2.gg	F1-T-B	276.0	66386	7	44303	25	22051	13	56
fc_600_sparse_2.gg	F1-T-A	276.0	49192	7	44788	10	4387	4	30
fc_600_sparse_3.gg	F1-CC	272.0	16327	7	16320	0	0	1	0
fc_600_sparse_3.gg	F1-T-B	OutOfTime
fc_600_sparse_3.gg	F1-T-A	OutOfTime
fc_600_sparse_4.gg	F1-CC	282.0	1619	9	1610	0	0	1	0
fc_600_sparse_4.gg	F1-T-B	282.0	17044	7	1525	17	15495	9	48
fc_600_sparse_4.gg	F1-T-A	OutOfTime
fc_700_dense_0.gg	F1-CC	84.0	1750	13	1737	0	0	1	0
fc_700_dense_0.gg	F1-T-B	84.0	1632	10	1621	1	0	1	0
fc_700_dense_0.gg	F1-T-A	84.0	1641	10	1630	1	0	1	0
fc_700_dense_1.gg	F1-CC	88.0	1939	11	1928	0	0	1	0
fc_700_dense_1.gg	F1-T-B	88.0	3560	10	1912	3	1635	2	2
fc_700_dense_1.gg	F1-T-A	88.0	3467	10	1805	5	1647	2	2
fc_700_dense_2.gg	F1-CC	102.0	1823	23	1800	0	0	1	0
fc_700_dense_2.gg	F1-T-B	102.0	5196	10	2009	3	3174	2	2
fc_700_dense_2.gg	F1-T-A	102.0	5155	10	1799	5	3341	2	2
fc_700_dense_3.gg	F1-CC	98.0	984	10	974	0	0	1	0
fc_700_dense_3.gg	F1-T-B	OutOfTime
fc_700_dense_3.gg	F1-T-A	OutOfTime
fc_700_dense_4.gg	F1-CC	88.0	217181	10	217171	0	0	1	0
fc_700_dense_4.gg	F1-T-B	88.0	216780	10	216204	3	563	2	2
fc_700_dense_4.gg	F1-T-A	88.0	217756	10	217228	4	514	2	2
fc_700_sparse_0.gg	F1-CC	OutOfTime
fc_700_sparse_0.gg	F1-T-B	OutOfTime
fc_700_sparse_0.gg	F1-T-A	OutOfTime
fc_700_sparse_1.gg	F1-CC	OutOfTime
fc_700_sparse_1.gg	F1-T-B	OutOfTime
fc_700_sparse_1.gg	F1-T-A	OutOfTime
fc_700_sparse_2.gg	F1-CC	342.0	30865	19	30846	0	0	1	0
fc_700_sparse_2.gg	F1-T-B	OutOfTime
fc_700_sparse_2.gg	F1-T-A	OutOfTime
fc_700_sparse_3.gg	F1-CC	OutOfTime
fc_700_sparse_3.gg	F1-T-B	OutOfTime
fc_700_sparse_3.gg	F1-T-A	OutOfTime
fc_700_sparse_4.gg	F1-CC	OutOfTime
fc_700_sparse_4.gg	F1-T-B	OutOfTime
fc_700_sparse_4.gg	F1-T-A	OutOfTime
fc_800_dense_0.gg	F1-CC	OutOfTime
fc_800_dense_0.gg	F1-T-B	OutOfTime
fc_800_dense_0.gg	F1-T-A	OutOfTime
fc_800_dense_1.gg	F1-CC	120.0	837	26	811	0	0	1	0
fc_800_dense_1.gg	F1-T-B	120.0	1006	11	684	4	307	2	4
fc_800_dense_1.gg	F1-T-A	120.0	1159	17	835	6	301	2	4
fc_800_dense_2.gg	F1-CC	OutOfTime
fc_800_dense_2.gg	F1-T-B	OutOfTime
fc_800_dense_2.gg	F1-T-A	OutOfTime
fc_800_dense_3.gg	F1-CC	104.0	73205	11	73194	0	0	1	0
fc_800_dense_3.gg	F1-T-B	104.0	89727	11	73226	4	16486	2	2
fc_800_dense_3.gg	F1-T-A	104.0	89916	11	72769	6	17130	2	4
fc_800_dense_4.gg	F1-CC	OutOfTime
fc_800_dense_4.gg	F1-T-B	OutOfTime
fc_800_dense_4.gg	F1-T-A	OutOfTime
fc_800_sparse_0.gg	F1-CC	360.0	22708	10	22698	0	0	1	0
fc_800_sparse_0.gg	F1-T-B	OutOfTime
fc_800_sparse_0.gg	F1-T-A	OutOfTime
fc_800_sparse_1.gg	F1-CC	348.0	174924	22	174902	0	0	1	0
fc_800_sparse_1.gg	F1-T-B	348.0	586255	10	174654	29	411562	14	78
fc_800_sparse_1.gg	F1-T-A	OutOfTime
fc_800_sparse_2.gg	F1-CC	OutOfTime
fc_800_sparse_2.gg	F1-T-B	OutOfTime
fc_800_sparse_2.gg	F1-T-A	OutOfTime
fc_800_sparse_3.gg	F1-CC	OutOfTime
fc_800_sparse_3.gg	F1-T-B	OutOfTime
fc_800_sparse_3.gg	F1-T-A	OutOfTime
fc_800_sparse_4.gg	F1-CC	OutOfTime
fc_800_sparse_4.gg	F1-T-B	OutOfTime
fc_800_sparse_4.gg	F1-T-A	OutOfTime
fc_900_dense_0.gg	F1-CC	152.0	764	28	736	0	0	1	0
fc_900_dense_0.gg	F1-T-B	152.0	1611	12	581	8	1010	3	7
fc_900_dense_0.gg	F1-T-A	152.0	2367	12	557	15	1783	4	12
fc_900_dense_1.gg	F1-CC	126.0	1105	20	1085	0	0	1	0
fc_900_dense_1.gg	F1-T-B	126.0	899	12	885	2	0	1	0
fc_900_dense_1.gg	F1-T-A	126.0	891	12	877	2	0	1	0
fc_900_dense_2.gg	F1-CC	116.0	2582	13	2569	0	0	1	0
fc_900_dense_2.gg	F1-T-B	116.0	6629	12	2577	7	4033	3	7
fc_900_dense_2.gg	F1-T-A	116.0	6658	12	2570	10	4066	3	7
fc_900_dense_3.gg	F1-CC	124.0	3750	12	3738	0	0	1	0
fc_900_dense_3.gg	F1-T-B	OutOfTime
fc_900_dense_3.gg	F1-T-A	OutOfTime
fc_900_dense_4.gg	F1-CC	98.0	187	13	174	0	0	1	0
fc_900_dense_4.gg	F1-T-B	98.0	293	12	132	5	144	2	4
fc_900_dense_4.gg	F1-T-A	98.0	264	12	132	7	113	2	7
fc_900_sparse_0.gg	F1-CC	OutOfTime
fc_900_sparse_0.gg	F1-T-B	OutOfTime
fc_900_sparse_0.gg	F1-T-A	OutOfTime
fc_900_sparse_1.gg	F1-CC	OutOfTime
fc_900_sparse_1.gg	F1-T-B	OutOfTime
fc_900_sparse_1.gg	F1-T-A	OutOfTime
fc_900_sparse_2.gg	F1-CC	OutOfTime
fc_900_sparse_2.gg	F1-T-B	OutOfTime
fc_900_sparse_2.gg	F1-T-A	OutOfTime
fc_900_sparse_3.gg	F1-CC	400.0	19799	11	19788	0	0	1	0
fc_900_sparse_3.gg	F1-T-B	400.0	425204	24	19917	40	405223	14	73
fc_900_sparse_3.gg	F1-T-A	OutOfTime
fc_900_sparse_4.gg	F1-CC	370.0	207046	11	207035	0	0	1	0
fc_900_sparse_4.gg	F1-T-B	OutOfTime
fc_900_sparse_4.gg	F1-T-A	OutOfTime
fc_1100_dense_0.gg	F1-CC	124.0	55705	34	55671	0	0	1	0
fc_1100_dense_0.gg	F1-T-B	124.0	129236	14	55813	6	73403	2	2
fc_1100_dense_0.gg	F1-T-A	124.0	129781	15	55733	8	74025	2	2
fc_1100_dense_1.gg	F1-CC	172.0	3755	21	3734	0	0	1	0
fc_1100_dense_1.gg	F1-T-B	172.0	112841	14	3732	6	109089	2	3
fc_1100_dense_1.gg	F1-T-A	172.0	113281	14	3774	8	109485	2	3
fc_1100_dense_2.gg	F1-CC	144.0	1195	34	1161	0	0	1	0
fc_1100_dense_2.gg	F1-T-B	144.0	3322	14	1097	22	2189	6	11
fc_1100_dense_2.gg	F1-T-A	144.0	3339	14	1107	28	2190	6	11
fc_1100_dense_3.gg	F1-CC	OutOfTime
fc_1100_dense_3.gg	F1-T-B	OutOfTime
fc_1100_dense_3.gg	F1-T-A	OutOfTime
fc_1100_dense_4.gg	F1-CC	128.0	317	14	303	0	0	1	0
fc_1100_dense_4.gg	F1-T-B	128.0	1004	14	343	11	636	3	5
fc_1100_dense_4.gg	F1-T-A	128.0	969	14	314	13	628	3	5
fc_1100_sparse_0.gg	F1-CC	442.0	73104	12	73092	0	0	1	0
fc_1100_sparse_0.gg	F1-T-B	OutOfTime
fc_1100_sparse_0.gg	F1-T-A	OutOfTime
fc_1100_sparse_1.gg	F1-CC	526.0	6203	28	6175	0	0	1	0
fc_1100_sparse_1.gg	F1-T-B	OutOfTime
fc_1100_sparse_1.gg	F1-T-A	OutOfTime
fc_1100_sparse_2.gg	F1-CC	OutOfTime
fc_1100_sparse_2.gg	F1-CC	OutOfTime
fc_1100_sparse_2.gg	F1-T-B	OutOfTime
fc_1100_sparse_2.gg	F1-T-A	OutOfTime
fc_1100_sparse_3.gg	F1-CC	OutOfTime
fc_1100_sparse_3.gg	F1-T-B	OutOfTime
fc_1100_sparse_3.gg	F1-T-A	OutOfTime
fc_1100_sparse_4.gg	F1-CC	OutOfTime
fc_1100_sparse_4.gg	F1-T-B	OutOfTime
fc_1100_sparse_4.gg	F1-T-A	OutOfTime
fc_1200_dense_0.gg	F1-CC	OutOfTime
fc_1200_dense_0.gg	F1-T-B	OutOfTime
fc_1200_dense_0.gg	F1-T-A	OutOfTime
fc_1200_dense_1.gg	F1-CC	OutOfTime
fc_1200_dense_1.gg	F1-T-B	OutOfTime
fc_1200_dense_1.gg	F1-T-A	OutOfTime
fc_1200_dense_2.gg	F1-CC	186.0	13179	34	13145	0	0	1	0
fc_1200_dense_2.gg	F1-T-B	186.0	41792	16	12469	15	29292	4	9
fc_1200_dense_2.gg	F1-T-A	186.0	46515	16	12496	22	33981	4	16
fc_1200_dense_3.gg	F1-CC	OutOfTime
fc_1200_dense_3.gg	F1-T-B	OutOfTime
fc_1200_dense_3.gg	F1-T-A	OutOfTime
fc_1200_dense_4.gg	F1-CC	142.0	31620	16	31604	0	0	1	0
fc_1200_dense_4.gg	F1-T-B	142.0	109906	16	31610	11	78269	3	7
fc_1200_dense_4.gg	F1-T-A	142.0	109924	16	31530	13	78365	3	7
fc_1200_sparse_0.gg	F1-CC	OutOfTime
fc_1200_sparse_0.gg	F1-T-B	OutOfTime
fc_1200_sparse_0.gg	F1-T-A	OutOfTime
fc_1200_sparse_1.gg	F1-CC	OutOfTime
fc_1200_sparse_1.gg	F1-T-B	OutOfTime
fc_1200_sparse_1.gg	F1-T-A	OutOfTime
fc_1200_sparse_2.gg	F1-CC	OutOfTime
fc_1200_sparse_2.gg	F1-T-B	OutOfTime
fc_1200_sparse_2.gg	F1-T-A	OutOfTime
fc_1200_sparse_3.gg	F1-CC	OutOfTime
fc_1200_sparse_3.gg	F1-T-B	OutOfTime
fc_1200_sparse_3.gg	F1-T-A	OutOfTime
fc_1200_sparse_4.gg	F1-CC	OutOfTime
fc_1200_sparse_4.gg	F1-T-B	OutOfTime
fc_1200_sparse_4.gg	F1-T-A	OutOfTime
fc_1300_dense_0.gg	F1-CC	184.0	3476	38	3438	0	0	1	0
fc_1300_dense_0.gg	F1-T-B	184.0	3419	17	3400	2	0	1	0
fc_1300_dense_0.gg	F1-T-A	184.0	3412	17	3392	3	0	1	0
fc_1300_dense_1.gg	F1-CC	OutOfTime
fc_1300_dense_1.gg	F1-T-B	OutOfTime
fc_1300_dense_1.gg	F1-T-A	OutOfTime
fc_1300_dense_2.gg	F1-CC	OutOfTime
fc_1300_dense_2.gg	F1-T-B	OutOfTime
fc_1300_dense_2.gg	F1-T-A	OutOfTime
fc_1300_dense_3.gg	F1-CC	OutOfTime
fc_1300_dense_3.gg	F1-T-B	OutOfTime
fc_1300_dense_3.gg	F1-T-A	OutOfTime
fc_1300_dense_4.gg	F1-CC	OutOfTime
fc_1300_dense_4.gg	F1-T-B	OutOfTime
fc_1300_dense_4.gg	F1-T-A	OutOfTime
fc_1300_sparse_0.gg	F1-CC	OutOfTime
fc_1300_sparse_0.gg	F1-T-B	OutOfTime
fc_1300_sparse_0.gg	F1-T-A	OutOfTime
fc_1300_sparse_1.gg	F1-CC	OutOfTime
fc_1300_sparse_1.gg	F1-T-B	OutOfTime
fc_1300_sparse_1.gg	F1-T-A	OutOfTime
fc_1300_sparse_2.gg	F1-CC	OutOfTime
fc_1300_sparse_2.gg	F1-T-B	OutOfTime
fc_1300_sparse_2.gg	F1-T-A	OutOfTime
fc_1300_sparse_3.gg	F1-CC	OutOfTime
fc_1300_sparse_3.gg	F1-T-B	OutOfTime
fc_1300_sparse_3.gg	F1-T-A	OutOfTime
fc_1300_sparse_4.gg	F1-CC	OutOfTime
fc_1300_sparse_4.gg	F1-T-B	OutOfTime
fc_1300_sparse_4.gg	F1-T-A	OutOfTime
fc_1400_dense_0.gg	F1-CC	202.0	2304	40	2264	0	0	1	0
fc_1400_dense_0.gg	F1-T-B	202.0	2879	19	2292	9	559	2	2
fc_1400_dense_0.gg	F1-T-A	202.0	2729	18	2301	11	399	2	2
fc_1400_dense_1.gg	F1-CC	OutOfTime
fc_1400_dense_1.gg	F1-T-B	OutOfTime
fc_1400_dense_1.gg	F1-T-A	OutOfTime
fc_1400_dense_2.gg	F1-CC	OutOfTime
fc_1400_dense_2.gg	F1-T-B	OutOfTime
fc_1400_dense_2.gg	F1-T-A	OutOfTime
fc_1400_dense_3.gg	F1-CC	172.0	1614	19	1595	0	0	1	0
fc_1400_dense_3.gg	F1-T-B	174.0	3117	19	1617	9	1472	2	4
fc_1400_dense_3.gg	F1-T-A	174.0	3060	18	1587	11	1444	2	4
fc_1400_dense_4.gg	F1-CC	218.0	22395	18	22377	0	0	1	0
fc_1400_dense_4.gg	F1-T-B	218.0	22428	18	22407	3	0	1	0
fc_1400_dense_4.gg	F1-T-A	218.0	22443	18	22421	4	0	1	0
fc_1400_sparse_0.gg	F1-CC	OutOfTime
fc_1400_sparse_0.gg	F1-T-B	OutOfTime
fc_1400_sparse_0.gg	F1-T-A	OutOfTime
fc_1400_sparse_1.gg	F1-CC	OutOfTime
fc_1400_sparse_1.gg	F1-T-B	OutOfTime
fc_1400_sparse_1.gg	F1-T-A	OutOfTime
fc_1400_sparse_2.gg	F1-CC	OutOfTime
fc_1400_sparse_2.gg	F1-T-B	OutOfTime
fc_1400_sparse_2.gg	F1-T-A	OutOfTime
fc_1400_sparse_3.gg	F1-CC	OutOfTime
fc_1400_sparse_3.gg	F1-T-B	OutOfTime
fc_1400_sparse_3.gg	F1-T-A	OutOfTime
fc_1400_sparse_4.gg	F1-CC	OutOfTime
fc_1400_sparse_4.gg	F1-T-B	OutOfTime
fc_1400_sparse_4.gg	F1-T-A	OutOfTime
